345	100	6
576	43	2
318	151	3
232	100	3
432	155	6
675	409	2
439	343	3
116	1	2
443	115	7
408	333	12
895	79	2
285	194	2
878	205	4
746	210	3
705	105	2
525	105	19
447	15	50
770	99	2
830	276	2
336	236	26
234	173	2
211	11	7
446	104	20
273	17	7
646	17	2
937	282	2
754	279	13
274	1	18
0	1	3
845	117	5
101	30	3
808	15	3
684	117	2
403	360	6
185	220	2
585	234	2
669	30	5
610	83	7
502	67	7
948	225	2
650	42	27
323	43	3
36	162	2
531	204	10
860	151	3
1134	107	4
644	87	2
153	315	12
443	371	5
407	12	2
812	349	4
529	14	2
616	160	2
490	232	2
565	42	4
69	123	7
651	67	3
465	24	2
89	98	27
339	366	11
937	394	3
388	132	10
447	3	4
163	128	25
743	234	5
725	188	5
905	4	3
774	188	6
586	120	2
819	327	2
412	131	9
1084	58	4
879	257	2
173	82	4
1076	43	7
389	11	3
1078	100	2
1193	128	4
244	178	3
103	271	2
951	231	3
1060	272	2
344	167	4
179	328	21
656	111	4
736	129	6
178	79	4
125	104	2
602	294	4
233	119	2
1109	263	4
864	25	6
906	46	2
428	234	2
855	12	10
1048	162	2
402	39	3
10	72	7
235	2	6
716	274	5
59	51	55
341	227	5
180	233	2
453	105	7
229	204	2
838	328	2
1134	152	4
899	82	3
524	24	2
918	82	2
877	209	2
5	33	3
736	96	8
398	320	3
721	30	6
179	336	61
998	309	3
748	119	4
509	119	5
1063	50	14
840	408	9
471	117	4
463	68	2
1106	65	7
926	280	5
512	132	8
836	44	3
88	42	32
420	41	2
8	62	3
486	118	3
235	29	3
248	204	5
249	102	2
879	217	9
1145	127	2
1045	183	12
62	12	9
391	392	34
248	114	3
36	124	4
19	117	2
756	122	3
828	153	2
74	226	3
198	222	2
750	77	2
992	23	2
1116	261	2
31	150	2
423	2	2
586	360	14
314	156	3
1173	335	2
107	171	4
485	12	6
516	378	2
67	75	6
314	155	2
542	225	4
1096	110	2
642	42	104
909	105	2
919	129	3
460	335	2
672	13	4
793	23	39
982	201	2
1028	324	2
737	206	3
987	291	6
1046	26	4
381	150	12
424	12	9
527	135	2
988	42	3
256	219	8
1164	63	7
751	73	2
78	166	8
836	42	6
694	96	4
548	324	2
137	43	4
49	3	2
415	2	27
1149	289	17
806	33	8
158	76	3
1177	302	3
584	98	4
501	104	5
842	110	2
622	12	2
401	381	9
585	151	9
868	63	8
866	265	2
710	204	2
652	266	3
93	118	7
1107	101	2
382	96	2
592	32	10
742	404	3
1018	77	2
549	27	2
906	190	13
941	42	2
316	182	3
608	389	3
384	99	5
566	106	2
388	33	4
779	96	4
994	212	30
1011	155	2
267	367	3
128	86	7
572	43	2
235	33	2
269	188	3
1123	141	9
1174	119	2
505	196	2
159	163	2
235	68	3
1182	164	2
145	51	9
328	335	2
729	49	2
721	386	20
893	65	3
1143	188	3
801	166	2
28	140	3
991	275	4
643	347	3
640	264	2
1058	12	6
567	359	2
968	216	2
879	51	14
453	254	2
987	4	8
74	71	2
947	331	2
476	352	2
363	103	3
762	149	12
1119	51	2
262	138	3
984	188	4
939	209	11
964	154	2
919	240	2
869	151	3
721	236	14
280	4	14
750	42	6
153	114	17
137	23	5
901	337	5
475	292	3
951	210	3
17	106	6
935	72	2
507	5	6
230	309	16
1055	261	3
125	292	3
948	408	3
572	4	2
1146	155	2
739	99	2
5	38	4
1022	69	10
966	308	2
929	386	2
62	15	2
127	118	2
657	233	3
956	389	2
584	155	3
540	104	3
379	12	5
34	99	3
1138	263	2
871	210	11
77	96	2
1012	105	6
943	68	3
559	68	4
819	211	17
370	26	2
1053	71	4
1080	96	8
94	96	2
168	303	2
318	128	2
159	98	2
141	43	3
446	162	3
832	187	9
687	339	2
1078	74	2
697	325	4
247	158	3
249	128	4
657	272	3
89	51	8
366	51	2
872	81	8
108	276	2
932	101	48
422	129	5
19	119	4
990	159	7
443	65	5
774	292	3
993	104	2
560	37	20
594	152	2
604	231	3
574	137	3
404	204	2
1047	313	3
770	140	2
604	105	4
370	43	3
100	42	7
764	324	2
677	33	3
1166	343	2
52	65	3
675	61	2
1009	105	3
785	285	2
322	15	5
346	173	9
772	294	11
431	119	13
288	105	4
167	95	6
1071	101	6
687	51	3
593	243	5
925	82	3
934	383	12
52	155	3
871	200	6
942	150	3
152	135	2
875	12	2
286	273	28
867	167	2
902	307	2
148	11	7
165	100	4
675	103	4
550	2	2
359	341	23
1125	120	14
1174	227	6
1026	43	4
1144	175	3
553	8	4
1026	79	3
1148	241	7
0	2	5
825	42	2
710	290	26
1140	96	2
97	260	6
460	173	2
18	22	2
755	75	10
1053	270	2
528	156	2
1154	69	4
173	141	2
400	221	18
737	151	19
414	12	2
1173	400	2
77	230	5
72	129	2
460	43	3
173	239	9
600	42	2
491	65	14
483	155	2
1170	94	12
892	82	4
1192	251	2
843	188	2
50	95	3
33	158	4
1089	167	31
311	106	6
965	27	7
858	178	4
831	39	5
982	73	4
190	112	2
518	150	29
1066	387	4
718	42	20
876	204	10
1158	327	2
879	162	2
267	2	3
810	42	16
979	86	4
565	43	4
597	132	4
333	129	6
355	79	4
1069	390	14
1007	79	4
756	188	7
100	265	2
462	289	2
764	74	8
121	288	3
835	23	2
345	99	3
1012	155	3
171	218	4
719	306	4
931	83	12
801	347	12
313	15	2
319	333	2
854	42	3
292	272	3
88	234	20
295	96	8
478	43	8
116	30	3
748	70	3
613	279	3
276	151	12
1104	135	5
25	95	2
111	142	24
2	16	8
1044	43	4
23	98	3
252	132	3
161	101	2
380	378	2
885	151	3
925	99	2
308	79	3
798	136	2
1052	388	12
519	292	4
1092	108	2
194	68	15
467	241	6
337	66	5
137	187	2
682	69	7
1138	125	5
907	60	7
430	234	4
949	117	4
1099	203	2
331	33	3
1143	151	12
679	250	7
504	232	3
356	51	5
847	97	54
84	118	2
698	229	6
344	117	47
287	4	9
514	114	2
670	249	3
999	138	2
1147	10	2
201	68	9
84	234	3
651	171	2
1068	370	2
1034	100	2
866	374	2
1136	103	5
978	51	6
1065	388	43
693	99	3
194	124	12
175	150	8
226	42	18
638	307	10
560	42	12
927	181	3
1043	95	2
1190	104	2
348	336	2
869	378	2
1030	204	2
348	42	6
1121	293	3
553	45	3
780	74	3
53	97	52
529	48	2
258	192	4
531	236	3
832	12	5
210	198	15
480	79	2
1082	262	2
1150	68	24
899	292	2
228	225	2
364	98	2
397	187	3
410	281	8
1003	217	6
300	99	47
338	105	5
213	150	11
1069	79	5
779	119	2
439	95	3
248	79	3
959	233	7
5	42	8
607	42	26
779	217	85
741	43	2
969	165	19
452	39	2
1058	97	6
675	109	2
906	315	3
311	12	11
441	151	5
638	170	4
714	66	9
1153	169	2
1109	69	7
500	81	11
81	89	7
1139	139	3
4	23	12
474	34	4
470	33	23
321	187	8
1036	155	2
0	5	3
472	263	5
815	194	3
363	178	9
793	24	5
1181	10	15
579	17	5
222	96	2
513	195	2
964	141	5
313	150	2
327	132	12
845	292	30
699	152	5
83	241	2
389	39	5
855	125	3
